"","comicName","comicSum","comicGrade"
"416","시한부 사람","SF표방 로맨스","8.98"
"417","뽀거데이","뽀거데이","9.76"
"418","광전사령부","밀리터리판타지","9.26"
"419","아더월드","때는 전국시대","9.39"
"420","희한한 동물이야기","줄여서 희동이.","9.74"
"421","터거(turgor)","비정기 자유연재 합니다.","9.38"
"422","싸이코","왕따 싸이코","9.75"
"423","오늘의 끝에서 내일을 보다","2020년.. 인류에게는 어떤 일이 일어날 것인가.. 커다란 음모속에 휘말리는 여덟명의 이야기","9.69"
"424","화니의소금주방","집에서 실천해 봅시다!","9.55"
"425","저주상인","저주받은 주술사의 여행.","9.76"
"426","돼지코","ㅋㅋㅋㅋㅋ","9.64"
"427","슷슷","긴 만화","8.99"
"428","굿 마이 베리 파파.","그녀를 기억해줘요. 그녀의 이름은 나래.","9.75"
"429","LOST ISLAND","그리고 그 곳엔... 아무도 없었다.","9.77"
"430","고딩의 사생활","♬","9.85"
"431","수호령","접령의 체험!","9.01"
"432","카산드라","트로이의 공주 카산드라 이야기","9.75"
"433","호랑 호랑이","호랑 호랑이,미야 이야기,인장이,코로코로","9.44"
"434","seedling","외로운 소녀, 포기한 소년 그리고 헤매는 어른의 이야기","9.83"
"435","초월(超越)","우리들의 시간","9.79"
"436","유신기(儒神記)","캐쥬얼사극판타지","9.77"
"437","피펨즈(FEFEMZ)","외계인과의 일상예능시트콤!","9.33"
"438","블루베리 옹심이","자연식식당 블루베리 옹심이를 중심으로 일어나는 소소하고 소박한 이야기","9.67"
"439","댐비야","본격 직장만화!","8.17"
"440","시궁쥐구멍","By 임주희(본격 사육 조련 판타지 러브로망)","9.80"
"441","추억이 뭉게뭉게","17년전 10살의 천방지축 코알라 일상속으로 고고 고고 !!","9.43"
"442","단편 시리즈","이것저것 이야기가 다른 단편들","9.75"
"443","백수 (百壽)","직장을 잃은 주인공의 미스터리한 사건으로 펼쳐지는 스토리.","8.75"
"444","유 다아 이야기","_","9.84"
"445","여름이 끝날 무렵","우와~여름이다~","9.59"
"446","맛집남녀","고품격 정통 맛집 만화!","9.63"
"447","오늘부터 파릇파릇!","사회성 ZERO! 무엇하나 쉽지 않은 아이들의 친구 만들기.","9.84"
"448","원각주","우정과 가족 愛","9.81"
"449","우리는 고저스맨!","우리는 고저스맨! 2부","9.58"
"450","EVEN","대한민국 유적에서 발견된 비밀의 미라","9.80"
"451","학교귀신","귀신 나오는 학교","9.86"
"452","플린트 락 머스킷","머스킷시대 수인들의 삶과 전투 그리고 영웅","9.78"
"453","독신으로 살겠다","언닌 독신 스똬일~","9.74"
"454","아이딜리아","스팀펑크액션","9.48"
"455","연우퇴마기","연우와 수호령 현우의 퇴마이야기","9.78"
"456","신데렐라를 찾습니다","희동이&초콜릿악마","9.81"
"457","워닝사인","소방관이란 호칭을 갖게 된 사람들의 이야기","9.79"
"458","탈리시아","성장판타지!","9.64"
"459","핑크표범의 야미어트","맛있는 다이어트, 야미어트(yami-et)","9.80"
"460","트럼프","리메이크","9.85"
"461","도전만화가 변봉","만화배틀웹툰","9.69"
"462","언더그라운드","지하철을 타고 다닌다.","9.71"
"463","무탄트","돌연변이","9.85"
"464","스핑크스에이지","재능을 먹는 짐승들의 이야기","9.85"
"465","스펙트럼 분석기","헤어디자이너와 코미디언의 만남.","9.85"
"466","될성부른 떡잎","동요서바이벌오디션만화!","9.68"
"467","유랑민족","유랑민족의 나라건국기.","9.83"
"468","Freeman Lee","자유인","9.74"
"469","신단군전","새로운 시작","9.65"
"470","스페셜 에이전트 이설","엄마는 비밀요원","9.52"
"471","하양하","불쌍한 어떤 사람","9.86"
"472","홈스위트홈","무공해 사랑","9.85"
"473","실연소녀","완결!","9.88"
"474","메모리즈 레인","그리운 기억의 흔적을 찾는 소녀의 이야기","9.86"
"475","사랑후愛","이별 그리고 추억","9.77"
"476","싸이클로(순환)","순환의 연속","9.31"
"477","동네변호사 조들호","동네 건달? no! 동네 변호사 조들호!","9.37"
"478","반마(半魔)","연재중지","9.40"
"479","그들의 휴일","A씨의 알바이야기","9.76"
"480","사계절 마법소녀","백수가 된 마법소녀","9.80"
"481","호밀밭의 하수군","인생의 하수(下手) 지하수(21세)의 뜨거운 성장드라마","9.79"
"482","엄마는 고슴도치","두딸을둔엄마의일기","9.52"
"483","세상의 아이들","눈에 귀도(鬼道)가 뚫린 남자의 시선너머의 세상 바라보기.","9.80"
"484","왕이 산다","판타지 현대 사극","9.81"
"485","야오네집","살아가는 이야기","9.78"
"486","블링유에의 텔레파시푸시","블링유에의 텔레파시푸시","8.66"
"487","뽀짜툰","우리집 똥고양이들을 만나보실래요?","9.85"
"488","미녀와 마녀","러브 판타지 액션","9.53"
"489","익스플로러","완결을 향해 달려가고 있습니다.","9.72"
"490","다시 돌아오는 버스","다시 돌아오는 버스","9.69"
"491","홍차 한잔 어때요?","홍차 한잔에 로망을 담아...","9.65"
"492","다크서클","잠을 자고싶은 그의 이야기","9.78"
"493","전설이었던 사나이 이기평","본격 e-스포츠 만화, 이기평! 최고였던 남자가 다시 돌아온다!","8.73"
"494","기프트","기프트","9.84"
"495","나의날","한 저승사자와 그의 아버지 이야기","9.83"
"496","애플파이","1950년대 오스트리아 청춘들의 이야기","9.64"
"497","야화","그림자 이야기","9.79"
"498","마니콩","우리들의 일상 생활속 고수가 나타났다!","9.62"
"499","하루","고맙다. 고맙다. 참말로, 고맙다..._엄한소리","9.67"
"500","신기록","각종 신들에 대한 이야기","9.86"
"501","즐거운 생활","웃음의 미학","8.68"
"502","사사롭지만 좋은 날","사사로운 이야기","9.86"
"503","인간사이에악마","인악","9.88"
"504","커튼콜 아래그랑","판타지","9.83"
"505","NEIGHBORHOOD",".","9.59"
"506","달리자, 호주!","본격호주워킹만화","9.78"
"507","[좀비]이게무슨일?","스릴러 판타지","9.44"
"508","어제 오늘 그리고 내일","과거, 현재, 미래에 대한 이야기","9.86"
"509","카프그라 증후군","SF단편","9.80"
"510","바보들의 정원","사랑한다 말할걸","9.78"
"511","Punky Punky Life","일상의 부조리를 펑크적으로 해결하는 트리오 활극!","9.80"
"512","뿌바와 친구들","공감, 에피소드, 철학","8.79"
"513","달달한 하루","달달은 훼이크","9.54"
"514","루나 온 더 스카이","고등학교 시절의 첫사랑 이야기","9.79"
"515","구리의 구리구리","에피소드 유머","9.85"
"516","소미무","소년들의 미션은 무엇일까","9.86"
"517","바삭바삭한 친구들","과자친구들과 공감하며 웃어주세요:)","9.56"
"518","오빠 까는 만화","본격 오빠까는만화.","9.85"
"519","카레카레","이민 카툰에세이","9.64"
"520","미켈란젤로다빈치","르네상스활극","9.53"
"521","나비일기","관찰일기","9.83"
"522","산타시스템","복합 다양한 산타들의 이야기","9.39"
"523","겨울성의 백작","어두운척하는개그판타지","9.86"
"524","왕성고의 흔한 사건","왠지 미묘한 사건이 자주 일어나는 사립 왕성고등학교. 그러한 사건들을 곧잘 해결하는 묘한 학생들이 또 그 곳에 있다.","9.78"
"525","세 개의 달","판타지 로맨스","9.55"
"526","데이드림","추억을 기억으로","9.84"
"527","아프리카의 대장","아프리카 킬러 한국에서 영웅되다.","9.45"
"528","조선협객유랑기","조선협객유랑기","9.78"
"529","파블(fable)","저주,축복 판타지","9.86"
"530","달댕이는 10년차","만난지 10년차 달수와 댕시. 사랑과 의리의 이야기","9.80"
"531","법칙과 순서의 세계","순서와법칙의 세계에서 살아남는 내용","9.68"
"532","Circle","있을법한 여고 이야기","9.86"
"533","내맴툰","내 마음대로 내맴툰","8.96"
"534","콩담콩담","도란도란소란소란","9.61"
"535","김강사 이야기","시간강사 김강사 오빠가 들려주는 시사이야기","9.80"
"536","커서","스릴러 느와르","9.73"
"537","블로섬 데이즈","초보 선생님과 초보 사회인이될 제자가 같이 성장하는 이야기","9.80"
"538","달이 내린 산기슭",".","9.78"
"539","마들레느가 9번지","마들레느가 9번지에선 어떤 향기가 날까?","9.72"
"540","버츄얼 패밀리","가족 시트콤","9.85"
"541","엄마왜","엄마,왜?","9.62"
"542","별을 건너는 방법","이세계 차원 이동물","9.86"
"543","로맨틱 마블링","로맨스 코미디","9.54"
"544","비아이 단편집 알콩달콩","알콩달콩 사랑 이야기","9.84"
"545","너의 HEART를 나에게 줄래?","학원물 로맨스","9.85"
"546","그녀는 무사다","명랑 x 불개미","9.46"
"547","어나더 월드","그들의 이야기","9.85"
"548","천지해","어린 황룡이 바꿔가는 이야기","9.86"
"549","수상한 상담소","버림받은 녀석들의 유쾌한 반란!","9.31"
"550","뮤지션","연습생들의 연애","9.80"
"551","곰돌이와 길냥이","일상의 공감되는 이야기","9.79"
"552","히 러브즈 미","그는 나를 사랑하게....될까?","9.52"
"553","남자들의 수다","남자들도 여자들만큼 수다떤다!","9.71"
"554","신의 일요일","신의 능력을 가진 초능력자들의 이야기","9.77"
"555","일리티이아의 심장","‘권력층에게 자유를 빼앗긴 채 인생을 살아온 자’인 마샤와 ‘국가를 위해 희생하였지만 권력층의 이득을 빌미로 부당하게 추방당한 자’인 아리스의 모험 판타지 순정.","9.80"
"556","아이들은 즐겁다","아이들은 즐겁다","9.86"
"557","땅 끝에서","땅 끝에서 살아가는 아이들.","9.85"
"558","천하무적 칠남매","남다른 칠남매의 좌충우돌 가족사랑? 이야기","9.77"
"559","불새","난 지독한 악몽을 꾸고 있을 뿐이다.","9.62"
"560","포츈쿠키","지름신 강림!!","9.80"
"561","연애혁명","개그로맨스","9.87"
"562","죽고 못사는 남매","남매의 일상생활만화","9.80"
"563","비 그리고...[리뉴얼]","비와 첫사랑에 대한 이야기","9.68"
"564","이만오천원이야기","이만원과오천원이야기","9.85"
"565","어둠이 스러지는 꽃","조그만 노인, 칼을 든 아들, 그리고 어둠","9.86"
"566","Dead to the world","특이기면증","9.85"
"567","우리는 우연히 그리고","우리는 우연히 만나고 그 시절을 그린다.","9.85"
"568","소년, 남자의 이름으로","소년들이 사랑을 알아가는 이야기","9.83"
"569","김강우이야기","강우의 프랑스 생활기","9.78"
"570","량 -무인정사-","팩션판타지","9.29"
"571","미쓰토바","백수에서 직장인으로 미쓰토바의 하루일상이야기!두구두구둥!ㅎ 뭐래~","9.78"
"572","메모리시티-일주일해결사들","기억공존도시판타지","9.79"
"573","12 (TWELVE)","세상이 감추고 있는 비밀!! 그리고 세계를 지배하는... 어둠의 시작...","9.64"
"574","브로큰","내가 믿어왔던 모든 것이 부서진다.","9.83"
"575","달자 다이어리","중학생 달자의 일상이야기","9.03"
"576","여고생 변신하는 만화","반도의 흔한 여고생","9.86"
"577","호레","판타지, 액션","9.85"
"578","요신","액션 판타지 입니다.","9.85"
"579","낼름씨의 사랑하며 배워가며","초보 유부남의 삶 이야기","9.57"
"580","더 게이머","게임 캐릭터가 되어 버렸다!","9.85"
"581","몽중저택","잠이 들 때마다 계속되는 섬뜩한 악몽..","9.85"
"582","고야의 일상판타지","고야의 일상판타지","9.80"
"583","병맛극장","가슴이 따뜻해지는 한잔의 병맛같은 이야기들..","9.75"
"584","괜찮아yo","안괜찮은데 괜찮은척 살아가는 이야기.","9.77"
"585","렘브란트 블러드","돌연변이의 '제안'","8.70"
"586","나는 고양이와 살고 있다","필냉이의 고양이 일기","9.85"
"587","하늘아래 우체부","날개를 다친 제비우체부 카르테로와 꿀벌소녀인 아벨리의 우편배달모험.","9.86"
"588","밥주세요~","너는벌써먹고있다","9.80"
"589","이상한 나라의 블레인","현실 롤플레잉","9.84"
"590","아이엠 슈퍼밴딧","포스트 아폴칼립스에서 살아남아야하는 한 소년의 이야기","9.62"
"591","메리와 도날드","로맨틱 코미디","9.82"
"592","HolloW","Witch vs Vampire","9.86"
"593","황태자의 하루","영국왕자가 실종됐다","9.84"
"594","샌프란시스코 화랑관","미국 정통 한국 태권도","9.83"
"595","블랙시저스","★★★★★","9.81"
"596","신의 언어","신의 언어","9.85"
"597","콜링 (The Calling)","공지를 확인해주세요^^","9.85"
"598","마피아 게임","마피아물.","9.85"
"599","도복리 파이터","환상의 고무술 화랑무와 종합격투기가 싸운다면? 지금 여기 사상최강의 격투기 만화가 시작된다~!!!","9.58"
"600","다크로드인","어둠왕이 부활했다.","9.86"
"601","초시공아기 요핸슨!!","기상천외! 명랑귀요미 대행진!!","9.61"
"602","1 Push H","그 마을의 비밀","9.86"
"603","달달한 러브파이","과일파이랑꼬마","9.86"
"604","베어","악의 시대","9.79"
"605","안녕！후식맨","지구종말판타지","9.83"
"606","조선의함대","가상의 역사만화","9.56"
"607","딸기랑 나랑","강아지와 동거하는 독신녀의 유쾌한 일상","9.86"
"608","외모윤리",".","9.86"
"609","달세즈","다음웹툰 목요일 연재","9.86"
"610","꿈속의 하늘","월요일 격주 업데이트","9.86"
"611","인섹터","모던 판타지 액션 만화입니다.","9.59"
"612","샌드스톰","자유연재","9.76"
"613","에렌티","중세판타지","9.71"
"614","너에게는 그저그런","옆반 1,2등 얘기들음?ㅋ","9.86"
"615","루비노(Rubino)","다른차원 판타지","9.71"
"616","신데렐라를 찾습니다 2","초콜릿악마&모몬","9.75"
"617","잿빛악마","작가가 공군가버렷!","9.85"
"618","프리드로우","고등학생 드라마","9.85"
"619","양말도깨비","함박눈마을에서 벌어지는 사사소소 이야기들","9.86"
"620","썸툰","달달 혹은 쌉쌀 :)","9.87"
"621","내가 아는동생은 지금","내아지","9.78"
"622","몽쥬페","샤프로 싸워라!!","9.86"
"623","백스쿨","우리아이가 달라졌어요~","9.31"
"624","정팔이는 엄마","시즌2","9.76"
"625","공간-空間-","소년 소녀","9.85"
"626","TWINS","정신없는 쌍둥이","9.70"
"627","오블리비언","연애스릴러","9.85"
